,paragraph,split_paragraph
410,Some languages offer a hybrid approach.,"['language', 'offer', 'hybrid', 'approach']"
411,Dynamic dispatch will always incur an overhead so some languages offer static dispatch for particular methods.,"['dynamic', 'dispatch', 'incur', 'overhead', 'language', 'offer', 'static', 'dispatch', 'particular', 'method']"
412,C++ uses early binding and offers both dynamic and static dispatch. The default form of dispatch is static. To get dynamic dispatch the programmer must declare a method as virtual.,"['c++', 'use', 'early', 'bind', 'offer', 'dynamic', 'static', 'dispatch', 'default', 'form', 'dispatch', 'static', 'dynamic', 'dispatch', 'programmer', 'declare', 'method', 'virtual']"
413,"C++ compilers typically implement dynamic dispatch with a data structure called a virtual function table vtable that defines the name-to-implementation mapping for a given class as a set of member function pointers. This is purely an implementation detail; the C++ specification does not mention vtables. Instances of that type will then store a pointer to this table as part of their instance data. This is complicated when multiple inheritance is used. Since C++ does not support late binding, the virtual table in a C++ object cannot be modified at run-time, which limits the potential set of dispatch targets to a finite set chosen at compile time.","['c++', 'compiler', 'typically', 'implement', 'dynamic', 'dispatch', 'data', 'structure', 'call', 'virtual', 'function', 'table', 'vtable', 'define', 'implementation', 'mapping', 'give', 'class', 'set', 'member', 'function', 'pointer', 'purely', 'implementation', 'detail', 'c++', 'specification', 'mention', 'vtable', 'instance', 'type', 'store', 'pointer', 'table', 'instance', 'datum', 'complicated', 'multiple', 'inheritance', 'c++', 'support', 'late', 'bind', 'virtual', 'table', 'c++', 'object', 'modify', 'run', 'time', 'limit', 'potential', 'set', 'dispatch', 'target', 'finite', 'set', 'choose', 'compile', 'time']"
414,Type overloading does not produce dynamic dispatch in C++ as the language considers the types of the message parameters part of the formal message name. This means that the message name the programmer sees is not the formal name used for binding.,"['type', 'overloading', 'produce', 'dynamic', 'dispatch', 'c++', 'language', 'consider', 'type', 'message', 'parameter', 'formal', 'message', 'mean', 'message', 'programmer', 'see', 'formal', 'bind']"
415,"In Go, Rust and Nim, a more versatile variation of early binding is used. Vtable pointers are carried with object references as 'fat pointers' 'interfaces' in Go, or 'trait objects' in Rust.citation needed","['rust', 'nim', 'versatile', 'variation', 'early', 'binding', 'vtable', 'pointer', 'carry', 'object', 'reference', 'fat', 'pointer', 'interface', 'trait', 'object', 'rust.citation', 'need']"
416,"This decouples the supported interfaces from the underlying data structures. Each compiled library needn't know the full range of interfaces supported in order to correctly use a type, just the specific vtable layout that they require. Code can pass around different interfaces to the same piece of data to different functions. This versatility comes at the expense of extra data with each object reference, which is problematic if many such references are stored persistently.","['decouple', 'support', 'interface', 'underlying', 'data', 'structure', 'compile', 'library', 'need', 'know', 'range', 'interface', 'support', 'order', 'correctly', 'use', 'type', 'specific', 'vtable', 'layout', 'require', 'code', 'pass', 'different', 'interface', 'piece', 'datum', 'different', 'function', 'versatility', 'come', 'expense', 'extra', 'datum', 'object', 'reference', 'problematic', 'reference', 'store', 'persistently']"
417,"The term fat pointer simply refers to a pointer with additional associated information. The additional information may be a vtable pointer for dynamic dispatch described above, but is more commonly the associated object's size to describe e.g. a slice.citation needed","['term', 'fat', 'pointer', 'simply', 'refer', 'pointer', 'additional', 'associated', 'information', 'additional', 'information', 'vtable', 'pointer', 'dynamic', 'dispatch', 'describe', 'commonly', 'associated', 'object', 'size', 'describe', 'e.g.', 'slice.citation', 'need']"
418,"Smalltalk uses a type-based message dispatcher. Each instance has a single type whose definition contains the methods. When an instance receives a message, the dispatcher looks up the corresponding method in the message-to-method map for the type and then invokes the method.","['smalltalk', 'use', 'type', 'base', 'message', 'dispatcher', 'instance', 'single', 'type', 'definition', 'contain', 'method', 'instance', 'receive', 'message', 'dispatcher', 'look', 'corresponding', 'method', 'message', 'method', 'map', 'type', 'invoke', 'method']"
419,"Because a type can have a chain of base types, this look-up can be expensive. A naive implementation of Smalltalk's mechanism would seem to have a significantly higher overhead than that of C++ and this overhead would be incurred for each and every message that an object receives.","['type', 'chain', 'base', 'type', 'look', 'expensive', 'naive', 'implementation', 'smalltalk', 'mechanism', 'significantly', 'high', 'overhead', 'c++', 'overhead', 'incur', 'message', 'object', 'receive']"
420,"Real Smalltalk implementations often use a technique known as inline caching3 that makes method dispatch very fast. Inline caching basically stores the previous destination method address and object class of the call site or multiple pairs for multi-way caching. The cached method is initialized with the most common target method or just the cache miss handler, based on the method selector. When the method call site is reached during execution, it just calls the address in the cache. In a dynamic code generator, this call is a direct call as the direct address is back patched by cache miss logic. Prologue code in the called method then compares the cached class with the actual object class, and if they don't match, execution branches to a cache miss handler to find the correct method in the class. A fast implementation may have multiple cache entries and it often only takes a couple of instructions to get execution to the correct method on an initial cache miss. The common case will be a cached class match, and execution will just continue in the method.","['real', 'smalltalk', 'implementation', 'use', 'technique', 'know', 'inline', 'caching3', 'make', 'method', 'dispatch', 'fast', 'inline', 'cache', 'basically', 'store', 'previous', 'destination', 'method', 'address', 'object', 'class', 'site', 'multiple', 'pair', 'multi', 'way', 'cache', 'cached', 'method', 'initialize', 'common', 'target', 'method', 'cache', 'miss', 'handler', 'base', 'method', 'selector', 'method', 'site', 'reach', 'execution', 'call', 'address', 'cache', 'dynamic', 'code', 'generator', 'direct', 'direct', 'address', 'patch', 'cache', 'miss', 'logic', 'prologue', 'code', 'call', 'method', 'compare', 'cached', 'class', 'actual', 'object', 'class', 'match', 'execution', 'branch', 'cache', 'miss', 'handler', 'find', 'correct', 'method', 'class', 'fast', 'implementation', 'multiple', 'cache', 'entry', 'take', 'couple', 'instruction', 'execution', 'correct', 'method', 'initial', 'cache', 'miss', 'common', 'case', 'cached', 'class', 'match', 'execution', 'continue', 'method']"
421,"Out-of-line caching can also be used in the method invocation logic, using the object class and method selector. In one design, the class and method selector are hashed, and used as an index into a method dispatch cache table.","['line', 'caching', 'method', 'invocation', 'logic', 'object', 'class', 'method', 'selector', 'design', 'class', 'method', 'selector', 'hash', 'index', 'method', 'dispatch', 'cache', 'table']"
422,"As Smalltalk is a reflective language, many implementations allow mutating individual objects into objects with dynamically generated method lookup tables. This allows altering object behavior on a per object basis. A whole category of languages known as prototype-based languages has grown from this, the most famous of which are Self and JavaScript. Careful design of the method dispatch caching allows even prototype-based languages to have high-performance method dispatch.","['smalltalk', 'reflective', 'language', 'implementation', 'allow', 'mutate', 'individual', 'object', 'object', 'dynamically', 'generate', 'method', 'lookup', 'table', 'allow', 'alter', 'object', 'behavior', 'object', 'basis', 'category', 'language', 'know', 'prototype', 'base', 'language', 'grow', 'famous', 'self', 'javascript', 'careful', 'design', 'method', 'dispatch', 'caching', 'allow', 'prototype', 'base', 'language', 'high', 'performance', 'method', 'dispatch']"
423,"Many other dynamically typed languages, including Python, Ruby, Objective-C and Groovy use similar approaches.","['dynamically', 'type', 'language', 'include', 'python', 'ruby', 'objective', 'groovy', 'use', 'similar', 'approach']"
424,Pages for logged out editors learn more,"['page', 'log', 'editor', 'learn']"
425,"In software systems, encapsulation refers to the bundling of data with the mechanisms or methods that operate on the data, or the limiting of direct access to some data, such as an object's components.1 Encapsulation allows developers to present a consistent and usable interface which is independent of how a system is implemented internally. As one example, encapsulation can be used to hide the values or state of a structured data object inside a class, preventing direct access to them by clients in a way that could expose hidden implementation details or violate state invariance maintained by the methods.","['software', 'system', 'encapsulation', 'refer', 'bundling', 'datum', 'mechanism', 'method', 'operate', 'datum', 'limiting', 'direct', 'access', 'datum', 'object', 'components', 'encapsulation', 'allow', 'developer', 'present', 'consistent', 'usable', 'interface', 'independent', 'system', 'implement', 'internally', 'example', 'encapsulation', 'hide', 'value', 'state', 'structured', 'datum', 'object', 'inside', 'class', 'prevent', 'direct', 'access', 'client', 'way', 'expose', 'hidden', 'implementation', 'detail', 'violate', 'state', 'invariance', 'maintain', 'method']"
426,"All object-oriented programming OOP systems support encapsulation, but encapsulation is not unique to OOP. Implementations of abstract data types, modules, and libraries, among other systems, also offer encapsulation. The similarity has been explained by programming language theorists in terms of existential types.2","['object', 'orient', 'programming', 'oop', 'system', 'support', 'encapsulation', 'encapsulation', 'unique', 'oop', 'implementation', 'abstract', 'datum', 'type', 'module', 'library', 'system', 'offer', 'encapsulation', 'similarity', 'explain', 'programming', 'language', 'theorist', 'term', 'existential', 'types']"
427,"In object-oriented programming languages, and other related fields, encapsulation refers to one of two related but distinct notions, and sometimes to the combination thereof:34","['object', 'orient', 'programming', 'language', 'related', 'field', 'encapsulation', 'refer', 'related', 'distinct', 'notion', 'combination', 'thereof']"
428,"Some programming language researchers and academics use the first meaning alone or in combination with the second as a distinguishing feature of object-oriented programming, while some programming languages that provide lexical closures view encapsulation as a feature of the language orthogonal to object orientation.","['programming', 'language', 'researcher', 'academic', 'use', 'meaning', 'combination', 'second', 'distinguish', 'feature', 'object', 'orient', 'programming', 'programming', 'language', 'provide', 'lexical', 'closure', 'view', 'encapsulation', 'feature', 'language', 'orthogonal', 'object', 'orientation']"
429,"The second definition is motivated by the fact that in many object-oriented languages, and other related fields, the components are not hidden automatically and this can be overridden; thus, information hiding is defined as a separate notion by those who prefer the second definition.","['second', 'definition', 'motivate', 'fact', 'object', 'orient', 'language', 'related', 'field', 'component', 'hide', 'automatically', 'overridden', 'information', 'hiding', 'define', 'separate', 'notion', 'prefer', 'second', 'definition']"
430,"The features of encapsulation are supported using classes in most object-oriented languages, although other alternatives also exist.","['feature', 'encapsulation', 'support', 'class', 'object', 'orient', 'language', 'alternative', 'exist']"
431,"The authors of Design Patterns discuss the tension between inheritance and encapsulation at length and state that in their experience, designers overuse inheritance. They claim that inheritance often breaks encapsulation, given that inheritance exposes a subclass to the details of its parent's implementation.8 As described by the yo-yo problem, overuse of inheritance and therefore encapsulation, can become too complicated and hard to debug.","['author', 'design', 'patterns', 'discuss', 'tension', 'inheritance', 'encapsulation', 'length', 'state', 'experience', 'designer', 'overuse', 'inheritance', 'claim', 'inheritance', 'break', 'encapsulation', 'give', 'inheritance', 'expose', 'subclass', 'detail', 'parent', 'implementation', 'describe', 'problem', 'overuse', 'inheritance', 'encapsulation', 'complicated', 'hard', 'debug']"
432,"Under the definition that encapsulation ""can be used to hide data members and member functions"", the internal representation of an object is generally hidden from view outside of the object's definition. Typically, only the object's own methods can directly inspect or manipulate its fields. Hiding the internals of the object protects its integrity by preventing users from setting the internal data of the component into an invalid or inconsistent state. A supposed benefit of encapsulation is that it can reduce system complexity, and thus increase robustness, by allowing the developer to limit the interdependencies between software components.citation needed","['definition', 'encapsulation', 'hide', 'data', 'member', 'member', 'function', 'internal', 'representation', 'object', 'generally', 'hide', 'view', 'outside', 'object', 'definition', 'typically', 'object', 'method', 'directly', 'inspect', 'manipulate', 'field', 'hide', 'internal', 'object', 'protect', 'integrity', 'prevent', 'user', 'set', 'internal', 'datum', 'component', 'invalid', 'inconsistent', 'state', 'supposed', 'benefit', 'encapsulation', 'reduce', 'system', 'complexity', 'increase', 'robustness', 'allow', 'developer', 'limit', 'interdependency', 'software', 'components.citation', 'need']"
433,"Some languages like Smalltalk and Ruby only allow access via object methods, but most others e.g., C++, C#, Delphi or Java offer the programmer a degree of control over what is hidden, typically via keywords like public and private.6 ISO C++ standard refers to protected, private and public as ""access specifiers"" and that they do not ""hide any information"". Information hiding is accomplished by furnishing a compiled version of the source code that is interfaced via a header file.","['language', 'like', 'smalltalk', 'ruby', 'allow', 'access', 'object', 'method', 'e.g.', 'c++', 'delphi', 'java', 'offer', 'programmer', 'degree', 'control', 'hide', 'typically', 'keyword', 'like', 'public', 'private', 'iso', 'c++', 'standard', 'refer', 'protect', 'private', 'public', 'access', 'specifier', 'hide', 'information', 'information', 'hiding', 'accomplish', 'furnish', 'compile', 'version', 'source', 'code', 'interface', 'header', 'file']"
434,"Almost always, there is a way to override such protection – usually via reflection API Ruby, Java, C#, etc., sometimes by mechanism like name mangling Python, or special keyword usage like friend in C++. Systems that provide object-level capability-based security adhering to the object-capability model are an exception, and guarantee strong encapsulation.","['way', 'override', 'protection', 'usually', 'reflection', 'api', 'ruby', 'java', 'etc', 'mechanism', 'like', 'mangle', 'python', 'special', 'keyword', 'usage', 'like', 'friend', 'c++', 'systems', 'provide', 'object', 'level', 'capability', 'base', 'security', 'adhere', 'object', 'capability', 'model', 'exception', 'guarantee', 'strong', 'encapsulation']"
435,"Languages like C++, C#, Java, PHP, Swift, and Delphi offer ways to restrict access to data fields.","['language', 'like', 'c++', 'java', 'php', 'swift', 'delphi', 'offer', 'way', 'restrict', 'access', 'data', 'field']"
436,Below is an example in C# that shows how access to a data field can be restricted through the use of a private keyword:,"['example', 'show', 'access', 'datum', 'field', 'restrict', 'use', 'private', 'keyword']"
437,Below is an example in Java:,"['example', 'java']"
438,"Encapsulation is also possible in non-object-oriented languages. In C, for example, a structure can be declared in the public API via the header file for a set of functions that operate on an item of data containing data members that are not accessible to clients of the API with the extern keyword.910","['encapsulation', 'possible', 'non', 'object', 'orient', 'language', 'example', 'structure', 'declare', 'public', 'api', 'header', 'file', 'set', 'function', 'operate', 'item', 'datum', 'contain', 'datum', 'member', 'accessible', 'client', 'api', 'extern', 'keyword']"
439,"Clients call the API functions to allocate, operate on, and deallocate objects of an opaque data type. The contents of this type are known and accessible only to the implementation of the API functions; clients cannot directly access its contents. The source code for these functions defines the actual contents of the structure:","['client', 'api', 'function', 'allocate', 'operate', 'deallocate', 'object', 'opaque', 'datum', 'type', 'content', 'type', 'know', 'accessible', 'implementation', 'api', 'function', 'client', 'directly', 'access', 'content', 'source', 'code', 'function', 'define', 'actual', 'content', 'structure']"
440,"Below is an example of Python, which does not support variable access restrictions. However, the convention is that a variable whose name is prefixed by an underscore should be considered private.11","['example', 'python', 'support', 'variable', 'access', 'restriction', 'convention', 'variable', 'prefix', 'underscore', 'consider', 'private']"
441,Pages for logged out editors learn more,"['page', 'log', 'editor', 'learn']"
442,"In computing and computer programming, exception handling is the process of responding to the occurrence of exceptions – anomalous or exceptional conditions requiring special processing – during the execution of a program. In general, an exception breaks the normal flow of execution and executes a pre-registered exception handler; the details of how this is done depend on whether it is a hardware or software exception and how the software exception is implemented. Exception handling, if provided, is facilitated by specialized programming language constructs, hardware mechanisms like interrupts, or operating system OS inter-process communication IPC facilities like signals. Some exceptions, especially hardware ones, may be handled so gracefully that execution can resume where it was interrupted.","['computing', 'computer', 'programming', 'exception', 'handling', 'process', 'respond', 'occurrence', 'exception', 'anomalous', 'exceptional', 'condition', 'require', 'special', 'processing', 'execution', 'program', 'general', 'exception', 'break', 'normal', 'flow', 'execution', 'execute', 'pre', 'registered', 'exception', 'handler', 'detail', 'depend', 'hardware', 'software', 'exception', 'software', 'exception', 'implement', 'exception', 'handling', 'provide', 'facilitate', 'specialized', 'programming', 'language', 'construct', 'hardware', 'mechanism', 'like', 'interrupt', 'operating', 'system', 'inter', 'process', 'communication', 'ipc', 'facility', 'like', 'signal', 'exception', 'especially', 'hardware', 'one', 'handle', 'gracefully', 'execution', 'resume', 'interrupt']"
443,"The definition of an exception is based on the observation that each procedure has a precondition, a set of circumstances for which it will terminate ""normally"".1 An exception handling mechanism allows the procedure to raise an exception2 if this precondition is violated,1 for example if the procedure has been called on an abnormal set of arguments. The exception handling mechanism then handles the exception.3 The precondition, and the definition of exception, is subjective. The set of ""normal"" circumstances is defined entirely by the programmer, e.g. the programmer may deem division by zero to be undefined, hence an exception, or devise some behavior such as returning zero or a special ""ZERO DIVIDE"" value circumventing the need for exceptions.4 Common exceptions include an invalid argument e.g. value is outside of the domain of a function, an unavailable resource like a missing file, a hard disk error, or out-of-memory errors, or that the routine has detected a normal condition that requires special handling, e.g., attention, end of file.","['definition', 'exception', 'base', 'observation', 'procedure', 'precondition', 'set', 'circumstance', 'terminate', 'normally', 'exception', 'handling', 'mechanism', 'allow', 'procedure', 'raise', 'exception2', 'precondition', 'violated', 'example', 'procedure', 'call', 'abnormal', 'set', 'argument', 'exception', 'handling', 'mechanism', 'handle', 'exception', 'precondition', 'definition', 'exception', 'subjective', 'set', 'normal', 'circumstance', 'define', 'entirely', 'programmer', 'e.g.', 'programmer', 'deem', 'division', 'zero', 'undefine', 'exception', 'devise', 'behavior', 'return', 'zero', 'special', 'zero', 'divide', 'value', 'circumvent', 'need', 'exceptions', 'common', 'exception', 'include', 'invalid', 'argument', 'e.g.', 'value', 'outside', 'domain', 'function', 'unavailable', 'resource', 'like', 'miss', 'file', 'hard', 'disk', 'error', 'memory', 'error', 'routine', 'detect', 'normal', 'condition', 'require', 'special', 'handling', 'e.g.', 'attention', 'end', 'file']"
444,"Exception handling solves the semipredicate problem, in that the mechanism distinguishes normal return values from erroneous ones. In languages without built-in exception handling such as C, routines would need to signal the error in some other way, such as the common return code and errno pattern.5 Taking a broad view, errors can be considered to be a proper subset of exceptions,6 and explicit error mechanisms such as errno can be considered verbose forms of exception handling.5 The term ""exception"" is preferred to ""error"" because it does not imply that anything is wrong - a condition viewed as an error by one procedure or programmer may not be viewed that way by another. Even the term ""exception"" may be misleading because its typical connotation of ""outlier"" indicates that something infrequent or unusual has occurred, when in fact raising the exception may be a normal and usual situation in the program.7 For example, suppose a lookup function for an associative array throws an exception if the key has no value associated. Depending on context, this ""key absent"" exception may occur much more often than a successful lookup.8","['exception', 'handle', 'solve', 'semipredicate', 'problem', 'mechanism', 'distinguish', 'normal', 'return', 'value', 'erroneous', 'one', 'language', 'build', 'exception', 'handle', 'routine', 'need', 'signal', 'error', 'way', 'common', 'return', 'code', 'errno', 'pattern', 'take', 'broad', 'view', 'error', 'consider', 'proper', 'subset', 'exceptions', 'explicit', 'error', 'mechanism', 'errno', 'consider', 'verbose', 'form', 'exception', 'handling', 'term', 'exception', 'prefer', 'error', 'imply', 'wrong', 'condition', 'view', 'error', 'procedure', 'programmer', 'view', 'way', 'term', 'exception', 'misleading', 'typical', 'connotation', 'outlier', 'indicate', 'infrequent', 'unusual', 'occur', 'fact', 'raise', 'exception', 'normal', 'usual', 'situation', 'program', 'example', 'suppose', 'lookup', 'function', 'associative', 'array', 'throw', 'exception', 'key', 'value', 'associate', 'depend', 'context', 'key', 'absent', 'exception', 'occur', 'successful', 'lookup']"
445,"A major influence on the scope and use of exceptions is social pressure, i.e. ""examples of use, typically found in core libraries, and code examples in technical books, magazine articles, and online discussion forums, and in an organization’s code standards"".9","['major', 'influence', 'scope', 'use', 'exception', 'social', 'pressure', 'i.e.', 'example', 'use', 'typically', 'find', 'core', 'library', 'code', 'example', 'technical', 'book', 'magazine', 'article', 'online', 'discussion', 'forum', 'organization', 'code', 'standards']"
446,"The first hardware exception handling was found in the UNIVAC I from 1951. Arithmetic overflow executed two instructions at address 0, which could transfer control or fix up the result.10","['hardware', 'exception', 'handling', 'find', 'univac', '1951', 'arithmetic', 'overflow', 'execute', 'instruction', 'address', 'transfer', 'control', 'fix', 'result']"
447,"Software exception handling developed in the 1960s and 1970s. LISP 1.5 1958-196111 allowed exceptions to be raised by the ERROR pseudo-function, similarly to errors raised by the interpreter or compiler. Exceptions were caught by the ERRORSET keyword, which returned NIL in case of an error, instead of terminating the program or entering the debugger.12 PL/I introduced its own form of exception handling circa 1964, allowing interrupts to be handled with ON units.13 MacLisp observed that ERRSET and ERR were used not only for error raising, but for non-local control flow, and thus added two new keywords, CATCH and THROW June 1972.14 The cleanup behavior now generally called ""finally"" was introduced in NIL New Implementation of LISP in the mid- to late-1970s as UNWIND-PROTECT.15 This was then adopted by Common Lisp. Contemporary with this was dynamic-wind in Scheme, which handled exceptions in closures. The first papers on structured exception handling were Goodenough 1975a and Goodenough 1975b.16 Exception handling was subsequently widely adopted by many programming languages from the 1980s onward.","['software', 'exception', 'handling', 'develop', '1960', '1970', 'lisp', '1', '1958', '196111', 'allow', 'exception', 'raise', 'error', 'pseudo', 'function', 'similarly', 'error', 'raise', 'interpreter', 'compiler', 'exception', 'catch', 'errorset', 'keyword', 'return', 'nil', 'case', 'error', 'instead', 'terminate', 'program', 'enter', 'debugger', 'introduce', 'form', 'exception', 'handle', 'circa', '1964', 'allow', 'interrupt', 'handle', 'units', 'maclisp', 'observe', 'errset', 'err', 'error', 'raising', 'non', 'local', 'control', 'flow', 'add', 'new', 'keyword', 'catch', 'throw', 'june', '1972', 'cleanup', 'behavior', 'generally', 'call', 'finally', 'introduce', 'nil', 'new', 'implementation', 'lisp', 'mid-', 'late-1970s', 'unwind', 'protect', 'adopt', 'common', 'lisp', 'contemporary', 'dynamic', 'wind', 'scheme', 'handle', 'exception', 'closure', 'paper', 'structured', 'exception', 'handling', 'goodenough', '1975a', 'goodenough', '1975b', 'exception', 'handling', 'subsequently', 'widely', 'adopt', 'programming', 'language', '1980', 'onward']"
448,"There is no clear consensus as to the exact meaning of an exception with respect to hardware.17 From the implementation point of view, it is handled identically to an interrupt: the processor halts execution of the current program, looks up the interrupt handler in the interrupt vector table for that exception or interrupt condition, saves state, and switches control.","['clear', 'consensus', 'exact', 'meaning', 'exception', 'respect', 'hardware', 'implementation', 'point', 'view', 'handle', 'identically', 'interrupt', 'processor', 'halt', 'execution', 'current', 'program', 'look', 'interrupt', 'handler', 'interrupt', 'vector', 'table', 'exception', 'interrupt', 'condition', 'save', 'state', 'switch', 'control']"
449,"Exception handling in the IEEE 754 floating-point standard refers in general to exceptional conditions and defines an exception as ""an event that occurs when an operation on some particular operands has no outcome suitable for every reasonable application. That operation might signal one or more exceptions by invoking the default or, if explicitly requested, a language-defined alternate handling.""","['exception', 'handling', 'ieee', '754', 'float', 'point', 'standard', 'refer', 'general', 'exceptional', 'condition', 'define', 'exception', 'event', 'occur', 'operation', 'particular', 'operand', 'outcome', 'suitable', 'reasonable', 'application', 'operation', 'signal', 'exception', 'invoke', 'default', 'explicitly', 'request', 'language', 'define', 'alternate', 'handling']"
450,"By default, an IEEE 754 exception is resumable and is handled by substituting a predefined value for different exceptions, e.g. infinity for a divide by zero exception, and providing status flags for later checking of whether the exception occurred see C99 programming language for a typical example of handling of IEEE 754 exceptions. An exception-handling style enabled by the use of status flags involves: first computing an expression using a fast, direct implementation; checking whether it failed by testing status flags; and then, if necessary, calling a slower, more numerically robust, implementation.18","['default', 'ieee', '754', 'exception', 'resumable', 'handle', 'substitute', 'predefined', 'value', 'different', 'exception', 'e.g.', 'infinity', 'divide', 'zero', 'exception', 'provide', 'status', 'flag', 'later', 'checking', 'exception', 'occur', 'c99', 'programming', 'language', 'typical', 'example', 'handling', 'ieee', '754', 'exception', 'exception', 'handling', 'style', 'enable', 'use', 'status', 'flag', 'involve', 'compute', 'expression', 'fast', 'direct', 'implementation', 'check', 'fail', 'test', 'status', 'flag', 'necessary', 'call', 'slow', 'numerically', 'robust', 'implementation']"
451,"The IEEE 754 standard uses the term ""trapping"" to refer to the calling of a user-supplied exception-handling routine on exceptional conditions, and is an optional feature of the standard. The standard recommends several usage scenarios for this, including the implementation of non-default pre-substitution of a value followed by resumption, to concisely handle removable singularities.181920","['ieee', '754', 'standard', 'use', 'term', 'trap', 'refer', 'calling', 'user', 'supply', 'exception', 'handling', 'routine', 'exceptional', 'condition', 'optional', 'feature', 'standard', 'standard', 'recommend', 'usage', 'scenario', 'include', 'implementation', 'non', 'default', 'pre', 'substitution', 'value', 'follow', 'resumption', 'concisely', 'handle', 'removable', 'singularities']"
452,"The default IEEE 754 exception handling behaviour of resumption following pre-substitution of a default value avoids the risks inherent in changing flow of program control on numerical exceptions. For example, the 1996 Cluster spacecraft launch ended in a catastrophic explosion due in part to the Ada exception handling policy of aborting computation on arithmetic error. William Kahan claims the default IEEE 754 exception handling behavior would have prevented this.19","['default', 'ieee', '754', 'exception', 'handle', 'behaviour', 'resumption', 'follow', 'pre', 'substitution', 'default', 'value', 'avoid', 'risk', 'inherent', 'change', 'flow', 'program', 'control', 'numerical', 'exception', 'example', '1996', 'cluster', 'spacecraft', 'launch', 'end', 'catastrophic', 'explosion', 'ada', 'exception', 'handling', 'policy', 'abort', 'computation', 'arithmetic', 'error', 'william', 'kahan', 'claim', 'default', 'ieee', '754', 'exception', 'handle', 'behavior', 'prevent', 'this']"
453,"Software exception handling and the support provided by software tools differs somewhat from what is understood by exception handling in hardware, but similar concepts are involved. In programming language mechanisms for exception handling, the term exception is typically used in a specific sense to denote a data structure storing information about an exceptional condition. One mechanism to transfer control, or raise an exception, is known as a throw. The exception is said to be thrown. Execution is transferred to a ""catch"".","['software', 'exception', 'handling', 'support', 'provide', 'software', 'tool', 'differ', 'somewhat', 'understand', 'exception', 'handling', 'hardware', 'similar', 'concept', 'involve', 'programming', 'language', 'mechanism', 'exception', 'handling', 'term', 'exception', 'typically', 'specific', 'sense', 'denote', 'data', 'structure', 'store', 'information', 'exceptional', 'condition', 'mechanism', 'transfer', 'control', 'raise', 'exception', 'know', 'throw', 'exception', 'say', 'throw', 'execution', 'transfer', 'catch']"
454,Programming languages differ substantially in their notion of what an exception is. Contemporary languages can roughly be divided into two groups:9,"['programming', 'language', 'differ', 'substantially', 'notion', 'exception', 'contemporary', 'language', 'roughly', 'divide', 'groups']"
455,"PL/I used dynamically scoped exceptions. PL/I exception handling included events that are not errors, e.g., attention, end-of-file, modification of listed variables.citation needed","['dynamically', 'scope', 'exception', 'exception', 'handling', 'include', 'event', 'error', 'e.g.', 'attention', 'end', 'file', 'modification', 'list', 'variables.citation', 'need']"
456,"Many computer languages have built-in syntactic support for exceptions and exception handling. This includes ActionScript, Ada, BlitzMax, C++, C#, Clojure, COBOL, D, ECMAScript, Eiffel, Java, ML, Object Pascal e.g. Delphi, Free Pascal, and the like, PowerBuilder, Objective-C, OCaml, PHP as of version 5, PL/I, PL/SQL, Prolog, Python, REALbasic, Ruby, Scala, Seed7, Smalltalk, Tcl, Visual Prolog and most .NET languages.","['computer', 'language', 'build', 'syntactic', 'support', 'exception', 'exception', 'handling', 'include', 'actionscript', 'ada', 'blitzmax', 'c++', 'clojure', 'cobol', 'ecmascript', 'eiffel', 'java', 'object', 'pascal', 'e.g.', 'delphi', 'free', 'pascal', 'like', 'powerbuilder', 'objective', 'ocaml', 'php', 'version', 'sql', 'prolog', 'python', 'realbasic', 'ruby', 'scala', 'seed7', 'smalltalk', 'tcl', 'visual', 'prolog', '.net', 'language']"
457,"Excluding minor syntactic differences, there are only a couple of exception handling styles in use. In the most popular style, an exception is initiated by a special statement throw or raise with an exception object e.g. with Java or Object Pascal or a value of a special extendable enumerated type e.g. with Ada or SML. The scope for exception handlers starts with a marker clause try or the language's block starter such as begin and ends in the start of the first handler clause catch, except, rescue. Several handler clauses can follow, and each can specify which exception types it handles and what name it uses for the exception object. As a minor variation, some languages use a single handler clause, which deals with the class of the exception internally.","['exclude', 'minor', 'syntactic', 'difference', 'couple', 'exception', 'handle', 'style', 'use', 'popular', 'style', 'exception', 'initiate', 'special', 'statement', 'throw', 'raise', 'exception', 'object', 'e.g.', 'java', 'object', 'pascal', 'value', 'special', 'extendable', 'enumerate', 'type', 'e.g.', 'ada', 'sml', 'scope', 'exception', 'handler', 'start', 'marker', 'clause', 'try', 'language', 'block', 'starter', 'begin', 'end', 'start', 'handler', 'clause', 'catch', 'rescue', 'handler', 'clause', 'follow', 'specify', 'exception', 'type', 'handle', 'use', 'exception', 'object', 'minor', 'variation', 'language', 'use', 'single', 'handler', 'clause', 'deal', 'class', 'exception', 'internally']"
